FullTitle,CurrentCoords_x,CurrentCoords_y,ArmySize,HomeCoords_x,HomeCoords_y,State,Energy,Despondency,Recklessness,Liege,Foe,KilledBattle128,LostBattle128,ArmySize128,FortressOwner128,CharFlags1_LookDirection,CharFlags1_TimeOfDay,CharFlags2_orders,CharFlags3_InBattle,CharFlags3_InTunnel,CharFlags3_KilledFoe,CharFlags3_Loyalty,CharFlags3_UsedObject,CharFlags3_WonBattle
Luxor the Moonprince,5,92,1000,38,92,Alive,255,250,200,-,Shareth the Heartstealer,0,0,1275,117,W,Dawn,0,False,False,False,Moonprince,False,False
Morkin the Free,30,2,0,49,48,Alive,255,250,200,Shareth the Heartstealer,-,0,0,1275,75,SE,Dawn,2,False,False,False,Heartstealer,False,False
Tarithel the Fey,25,76,0,59,78,Alive,255,122,220,Luxor the Moonprince,Shareth the Heartstealer,0,0,1275,109,NE,Dawn,12,False,False,False,Moonprince,False,False
Rorthron the Wise,5,92,0,9,32,Alive,255,250,210,Luxor the Moonprince,Shareth the Heartstealer,0,0,1220,54,N,Dawn,4,False,False,False,Moonprince,False,False
Shareth the Heartstealer,37,36,1000,29,1,Alive,235,250,225,-,Luxor the Moonprince,0,0,1275,4,SW,Night,14,False,False,False,Heartstealer,False,False
Imgarorn the Giant,10,10,1100,0,0,Alive,231,244,150,Varangrim the Giant,Thigrim the Icelord,0,0,1275,5,SE,Night,13,False,False,False,Giants,False,False
Imgormad the Giant,15,8,1080,11,2,Alive,239,250,120,Thormuk the Giant,Imildrorn the Icelord,0,0,1220,6,S,Night,13,False,False,False,Giants,False,False
Malisane the Icelord,56,26,1000,48,2,Alive,234,250,180,Imgaril the Icelord,Carormand the Barbarian,0,0,1275,7,SW,Night,10,False,False,False,Heartstealer,False,False
Anvireon the Icelord,28,3,1130,28,3,Alive,255,250,160,Shareth the Heartstealer,Lorangrorn the Barbarian,0,0,1170,8,SE,Dawn,11,False,False,False,Heartstealer,False,False
Talormane the Icelord,37,7,1100,33,3,Alive,240,250,170,Lorelorn the Icelord,Asorthane the Giant,0,0,1200,9,SE,Night,10,False,False,False,Heartstealer,False,False
Imildrorn the Icelord,38,12,1180,40,3,Alive,243,250,180,Lorelorn the Icelord,Glormeon the Giant,0,0,1275,10,SE,Night,10,False,False,False,Heartstealer,False,False
Carorthad the Icelord,56,24,1080,61,3,Alive,175,250,120,Malirarg the Icelord,Thatruk the Dwarf,0,0,1275,11,S,Night,10,False,False,False,Heartstealer,False,False
Ushudrarg the Icelord,56,30,1050,51,4,Alive,222,250,150,Imgaril the Icelord,Obigrorn the Giant,0,0,1275,12,SW,Night,10,False,False,False,Heartstealer,False,False
Glormeon the Giant,10,9,1050,6,5,Alive,243,250,170,Imgarorn the Giant,Sortharg the Icelord,0,0,1250,13,SE,Night,13,False,False,False,Giants,False,False
Thormuk the Giant,15,14,1050,21,5,Alive,205,226,140,Varangrim the Giant,Imasharg the Icelord,0,0,1250,14,S,Night,13,False,False,False,Giants,False,False
Imgaril the Icelord,53,33,1130,56,8,Alive,227,250,200,Shareth the Heartstealer,Imgorthand the Fey,0,0,1275,15,SW,Night,10,False,False,False,Heartstealer,False,False
Obularg the Giant,15,14,1000,12,9,Alive,190,190,160,Thormuk the Giant,Torelorn the Dwarf,0,0,1275,16,S,26,13,False,False,False,Giants,False,False
Thigrim the Icelord,28,13,1030,28,9,Alive,240,250,130,Lorelorn the Icelord,Berorthim the Giant,0,0,1270,17,E,Night,11,False,False,False,Heartstealer,False,False
Lorelorn the Icelord,37,18,1255,35,9,Alive,231,250,190,Shareth the Heartstealer,Carangrane the Giant,0,0,1220,18,S,Night,10,False,False,False,Heartstealer,False,False
Kahangrorn the Icelord,42,14,1100,47,9,Alive,240,250,170,Zarashand the Icelord,Torormarg the Dwarf,0,0,1200,19,SW,Night,10,False,False,False,Heartstealer,False,False
Malirarg the Icelord,53,32,1000,62,10,Alive,227,250,100,Imgaril the Icelord,Imgormiel the Fey,0,0,1220,20,SW,Night,10,False,False,False,Heartstealer,False,False
Imatrorn the Giant,17,24,1000,18,12,Alive,243,238,180,Varangrim the Giant,Sortharg the Icelord,0,0,1275,21,SW,Night,13,False,False,False,Giants,False,False
Asorthane the Giant,10,10,1130,4,13,Alive,207,202,150,Imgarorn the Giant,Kahudrun the Icelord,0,0,1170,22,E,Night,13,False,False,False,Giants,False,False
Imasharg the Icelord,29,21,1030,37,13,Alive,230,250,180,Zarashand the Icelord,Sildrorn the Giant,0,0,1270,23,NE,Night,10,False,False,False,Heartstealer,False,False
Torangrorn the Icelord,53,30,1000,60,13,Alive,235,250,140,Malirarg the Icelord,Hagildrorn the Dwarf,0,0,1275,24,SW,Night,10,False,False,False,Heartstealer,False,False
Sortharg the Icelord,26,22,980,26,14,Alive,255,250,120,Malorthand the Icelord,Imgormad the Giant,0,0,1275,25,SW,Dawn,10,False,False,False,Heartstealer,False,False
Zarashand the Icelord,37,22,1180,44,14,Alive,230,250,200,Shareth the Heartstealer,Anvildrak the Giant,0,0,1275,26,S,Night,10,False,False,False,Heartstealer,False,False
