FullTitle,CurrentCoords_x,CurrentCoords_y,ArmySize,HomeCoords_x,HomeCoords_y,State,Energy,Despondency,Recklessness,Liege,Foe,KilledBattle128,LostBattle128,ArmySize128,FortressOwner128,CharFlags1_LookDirection,CharFlags1_TimeOfDay,CharFlags2_orders,CharFlags3_InBattle,CharFlags3_InTunnel,CharFlags3_KilledFoe,CharFlags3_Loyalty,CharFlags3_UsedObject,CharFlags3_WonBattle
Luxor the Moonprince,5,92,1000,38,92,Alive,255,250,200,-,Shareth the Heartstealer,0,0,1250,117,W,Dawn,0,False,False,False,Moonprince,False,False
Morkin the Free,30,2,0,49,48,Alive,255,250,200,Shareth the Heartstealer,-,0,0,1250,75,SE,Dawn,2,False,False,False,Heartstealer,False,False
Tarithel the Fey,25,76,0,59,78,Alive,255,122,220,Luxor the Moonprince,Shareth the Heartstealer,0,0,1250,109,NE,Dawn,12,False,False,False,Moonprince,False,False
Rorthron the Wise,5,92,0,9,32,Alive,255,250,210,Luxor the Moonprince,Shareth the Heartstealer,0,0,1170,54,N,Dawn,4,False,False,False,Moonprince,False,False
Shareth the Heartstealer,41,32,1000,29,1,Alive,239,250,225,-,Luxor the Moonprince,0,0,1275,4,SW,Night,14,False,False,False,Heartstealer,False,False
Imgarorn the Giant,7,7,1100,0,0,Alive,239,250,150,Varangrim the Giant,Thigrim the Icelord,0,0,1275,5,SE,Night,13,False,False,False,Giants,False,False
Imgormad the Giant,14,5,1080,11,2,Alive,239,250,120,Thormuk the Giant,Imildrorn the Icelord,0,0,1170,6,SE,Night,13,False,False,False,Giants,False,False
Malisane the Icelord,59,23,1000,48,2,Alive,237,250,180,Imgaril the Icelord,Carormand the Barbarian,0,0,1275,7,S,Night,10,False,False,False,Heartstealer,False,False
Anvireon the Icelord,28,3,1100,28,3,Alive,255,250,160,Shareth the Heartstealer,Lorangrorn the Barbarian,0,0,1150,8,SE,Dawn,11,False,False,False,Heartstealer,False,False
Talormane the Icelord,33,3,1100,33,3,Alive,255,250,170,Lorelorn the Icelord,Asorthane the Giant,0,0,1150,9,N,Dawn,10,False,False,False,Heartstealer,False,False
Imildrorn the Icelord,35,9,1180,40,3,Alive,255,250,180,Lorelorn the Icelord,Glormeon the Giant,0,0,1275,10,S,Dawn,10,False,False,False,Heartstealer,False,False
Carorthad the Icelord,59,20,1080,61,3,Alive,185,250,120,Malirarg the Icelord,Thatruk the Dwarf,0,0,1250,11,S,Night,10,False,False,False,Heartstealer,False,False
Ushudrarg the Icelord,59,27,1050,51,4,Alive,226,250,150,Imgaril the Icelord,Obigrorn the Giant,0,0,1250,12,S,Night,10,False,False,False,Heartstealer,False,False
Glormeon the Giant,7,6,1050,6,5,Alive,239,250,170,Imgarorn the Giant,Sortharg the Icelord,0,0,1200,13,SE,Night,13,False,False,False,Giants,False,False
Thormuk the Giant,15,11,1050,21,5,Alive,221,244,140,Varangrim the Giant,Imasharg the Icelord,0,0,1200,14,SW,Night,13,False,False,False,Giants,False,False
Imgaril the Icelord,56,30,1130,56,8,Alive,231,250,200,Shareth the Heartstealer,Imgorthand the Fey,0,0,1250,15,SW,Night,10,False,False,False,Heartstealer,False,False
Obularg the Giant,15,12,1000,12,9,Alive,190,202,160,Thormuk the Giant,Torelorn the Dwarf,0,0,1250,16,NW,Night,13,False,False,False,Giants,False,False
Thigrim the Icelord,25,12,1030,28,9,Alive,235,250,130,Lorelorn the Icelord,Berorthim the Giant,0,0,1220,17,NE,Night,11,False,False,False,Heartstealer,False,False
Lorelorn the Icelord,39,13,1100,35,9,Alive,243,250,190,Shareth the Heartstealer,Carangrane the Giant,0,0,1170,18,SE,Night,10,False,False,False,Heartstealer,False,False
Kahangrorn the Icelord,47,9,1100,47,9,Alive,255,250,170,Zarashand the Icelord,Torormarg the Dwarf,0,0,1150,19,N,Dawn,10,False,False,False,Heartstealer,False,False
Malirarg the Icelord,56,29,1000,62,10,Alive,231,250,100,Imgaril the Icelord,Imgormiel the Fey,0,0,1170,20,SW,Night,10,False,False,False,Heartstealer,False,False
Imatrorn the Giant,20,21,1000,18,12,Alive,239,238,180,Varangrim the Giant,Sortharg the Icelord,0,0,1250,21,SW,Night,13,False,False,False,Giants,False,False
Asorthane the Giant,7,10,1130,4,13,Alive,219,220,150,Imgarorn the Giant,Kahudrun the Icelord,0,0,1120,22,NE,Night,13,False,False,False,Giants,False,False
Imasharg the Icelord,25,25,1030,37,13,Alive,230,250,180,Zarashand the Icelord,Sildrorn the Giant,0,0,1220,23,SW,Night,10,False,False,False,Heartstealer,False,False
Torangrorn the Icelord,56,27,1000,60,13,Alive,235,250,140,Malirarg the Icelord,Hagildrorn the Dwarf,0,0,1250,24,SW,Night,10,False,False,False,Heartstealer,False,False
Sortharg the Icelord,26,22,980,26,14,Alive,255,250,120,Malorthand the Icelord,Imgormad the Giant,0,0,1250,25,SW,Dawn,10,False,False,False,Heartstealer,False,False
Zarashand the Icelord,41,17,1180,44,14,Alive,231,250,200,Shareth the Heartstealer,Anvildrak the Giant,0,0,1270,26,SW,Night,10,False,False,False,Heartstealer,False,False
Glororn the Icelord,47,24,1000,53,14,Alive,191,250,150,Talorthane the Icelord,Morildrane the Fey,0,0,1250,27,N,25,10,False,False,False,Heartstealer,False,False
Malorthand the Icelord,26,22,975,33,15,Alive,230,250,110,Lorelorn the Icelord,Rorthron the Wise,0,0,1250,28,NE,Night,11,False,False,False,Heartstealer,False,False
Varangrim the Giant,15,26,1080,17,17,Alive,235,250,200,Carangrane the Giant,Lorelorn the Icelord,0,0,1270,29,E,Night,13,False,False,False,Giants,False,False
Sigrorn the Icelord,26,22,990,28,17,Alive,255,250,150,Malorthand the Icelord,Ulformane the Giant,415,10,1250,30,SW,Dawn,10,False,False,False,Heartstealer,False,False
Hagudrak the Icelord,48,28,1000,37,18,Alive,249,250,170,Berudrarg the Icelord,Thorthand the Fey,0,0,1275,31,N,11,10,False,False,False,Heartstealer,False,False
Berudrarg the Icelord,47,24,1000,44,19,Alive,215,250,180,Glireon the Icelord,Luxor the Moonprince,0,0,1250,32,N,Night,10,False,False,False,Heartstealer,False,False
Imgudrorn the Icelord,47,24,1030,59,19,Alive,227,250,180,Talorthane the Icelord,Berormorn the Fey,0,0,1220,33,W,Night,10,False,False,False,Heartstealer,False,False
Talorthane the Icelord,47,26,1000,53,20,Alive,237,250,200,Fangrorn the Icelord,Imgormand the Fey,0,0,1275,34,S,16,10,False,False,False,Heartstealer,False,False
Morangrim the Icelord,26,22,1000,30,21,Alive,255,250,160,Malorthand the Icelord,Ganigrorn the Giant,0,0,1250,35,SW,Dawn,10,False,False,False,Heartstealer,False,False
Obortharg the Giant,12,24,1050,11,22,Alive,243,250,180,Obigrorn the Giant,Sigrorn the Icelord,0,0,1200,36,S,28,13,False,False,False,Giants,False,False
