FullTitle,CurrentCoords_x,CurrentCoords_y,ArmySize,HomeCoords_x,HomeCoords_y,State,Energy,Despondency,Recklessness,Liege,Foe,KilledBattle128,LostBattle128,ArmySize128,FortressOwner128,CharFlags1_LookDirection,CharFlags1_TimeOfDay,CharFlags2_orders,CharFlags3_InBattle,CharFlags3_InTunnel,CharFlags3_KilledFoe,CharFlags3_Loyalty,CharFlags3_UsedObject,CharFlags3_WonBattle
Luxor the Moonprince,5,91,1000,38,92,Alive,250,250,200,-,Shareth the Heartstealer,0,0,1000,117,N,Dawn,0,False,False,False,Moonprince,False,False
Morkin the Free,29,1,0,49,48,Alive,250,250,200,Shareth the Heartstealer,-,0,0,1000,75,N,Dawn,2,False,False,False,Heartstealer,False,False
Tarithel the Fey,26,77,0,59,78,Alive,250,250,220,Luxor the Moonprince,Shareth the Heartstealer,0,0,1000,109,N,Dawn,12,False,False,False,Moonprince,False,False
Rorthron the Wise,5,91,0,9,32,Alive,250,250,210,Luxor the Moonprince,Shareth the Heartstealer,0,0,1000,54,N,Dawn,4,False,False,False,Moonprince,False,False
Shareth the Heartstealer,56,8,1000,29,1,Alive,250,250,225,-,Luxor the Moonprince,0,0,1000,4,N,Dawn,14,False,False,False,Heartstealer,False,False
Imgarorn the Giant,0,0,1000,0,0,Alive,250,250,150,Varangrim the Giant,Thigrim the Icelord,0,0,1000,5,N,Dawn,13,False,False,False,Giants,False,False
Imgormad the Giant,11,2,1000,11,2,Alive,250,250,120,Thormuk the Giant,Imildrorn the Icelord,0,0,1000,6,N,Dawn,13,False,False,False,Giants,False,False
Malisane the Icelord,48,2,1000,48,2,Alive,250,250,180,Imgaril the Icelord,Carormand the Barbarian,0,0,1000,7,N,Dawn,10,False,False,False,Heartstealer,False,False
Anvireon the Icelord,28,3,1000,28,3,Alive,250,250,160,Shareth the Heartstealer,Lorangrorn the Barbarian,0,0,1000,8,N,Dawn,11,False,False,False,Heartstealer,False,False
Talormane the Icelord,33,3,1000,33,3,Alive,250,250,170,Lorelorn the Icelord,Asorthane the Giant,0,0,1000,9,N,Dawn,10,False,False,False,Heartstealer,False,False
Imildrorn the Icelord,40,3,1000,40,3,Alive,250,250,180,Lorelorn the Icelord,Glormeon the Giant,0,0,1000,10,N,Dawn,10,False,False,False,Heartstealer,False,False
Carorthad the Icelord,61,3,1000,61,3,Alive,250,250,120,Malirarg the Icelord,Thatruk the Dwarf,0,0,1000,11,N,Dawn,10,False,False,False,Heartstealer,False,False
Ushudrarg the Icelord,51,4,1000,51,4,Alive,250,250,150,Imgaril the Icelord,Obigrorn the Giant,0,0,1000,12,N,Dawn,10,False,False,False,Heartstealer,False,False
Glormeon the Giant,6,5,1000,6,5,Alive,250,250,170,Imgarorn the Giant,Sortharg the Icelord,0,0,1000,13,N,Dawn,13,False,False,False,Giants,False,False
Thormuk the Giant,21,5,1000,21,5,Alive,250,250,140,Varangrim the Giant,Imasharg the Icelord,0,0,1000,14,N,Dawn,13,False,False,False,Giants,False,False
Imgaril the Icelord,56,8,1000,56,8,Alive,250,250,200,Shareth the Heartstealer,Imgorthand the Fey,0,0,1000,15,N,Dawn,10,False,False,False,Heartstealer,False,False
Obularg the Giant,12,9,1000,12,9,Alive,250,250,160,Thormuk the Giant,Torelorn the Dwarf,0,0,1000,16,N,Dawn,13,False,False,False,Giants,False,False
Thigrim the Icelord,28,9,1000,28,9,Alive,250,250,130,Lorelorn the Icelord,Berorthim the Giant,0,0,1000,17,N,Dawn,11,False,False,False,Heartstealer,False,False
Lorelorn the Icelord,35,9,1000,35,9,Alive,250,250,190,Shareth the Heartstealer,Carangrane the Giant,0,0,1000,18,N,Dawn,10,False,False,False,Heartstealer,False,False
Kahangrorn the Icelord,47,9,1000,47,9,Alive,250,250,170,Zarashand the Icelord,Torormarg the Dwarf,0,0,1000,19,N,Dawn,10,False,False,False,Heartstealer,False,False
Malirarg the Icelord,62,10,1000,62,10,Alive,250,250,100,Imgaril the Icelord,Imgormiel the Fey,0,0,1000,20,N,Dawn,10,False,False,False,Heartstealer,False,False
Imatrorn the Giant,18,12,1000,18,12,Alive,250,250,180,Varangrim the Giant,Sortharg the Icelord,0,0,1000,21,N,Dawn,13,False,False,False,Giants,False,False
