FullTitle,CurrentCoords_x,CurrentCoords_y,ArmySize,HomeCoords_x,HomeCoords_y,State,Energy,Despondency,Recklessness,Liege,Foe,KilledBattle128,LostBattle128,ArmySize128,FortressOwner128,CharFlags1_LookDirection,CharFlags1_TimeOfDay,CharFlags2_orders,CharFlags3_InBattle,CharFlags3_InTunnel,CharFlags3_KilledFoe,CharFlags3_Loyalty,CharFlags3_UsedObject,CharFlags3_WonBattle
Luxor the Moonprince,5,92,1000,38,92,Alive,255,250,200,-,Shareth the Heartstealer,0,0,1150,117,W,Dawn,0,False,False,False,Moonprince,False,False
Morkin the Free,30,2,0,49,48,Alive,255,250,200,Shareth the Heartstealer,-,0,0,1150,75,SE,Dawn,2,False,False,False,Heartstealer,False,False
Tarithel the Fey,26,77,0,59,78,Alive,255,250,220,Luxor the Moonprince,Shareth the Heartstealer,0,0,1150,109,NE,Dawn,12,False,False,False,Moonprince,False,False
Rorthron the Wise,5,92,0,9,32,Alive,255,250,210,Luxor the Moonprince,Shareth the Heartstealer,0,0,1070,54,N,Dawn,4,False,False,False,Moonprince,False,False
Shareth the Heartstealer,47,22,1000,29,1,Alive,237,250,225,-,Luxor the Moonprince,0,0,1150,4,S,Night,14,False,False,False,Heartstealer,False,False
Imgarorn the Giant,0,0,1100,0,0,Alive,255,250,150,Varangrim the Giant,Thigrim the Icelord,0,0,1200,5,N,Dawn,13,False,False,False,Giants,False,False
Imgormad the Giant,11,2,1050,11,2,Alive,255,250,120,Thormuk the Giant,Imildrorn the Icelord,0,0,1100,6,N,Dawn,13,False,False,False,Giants,False,False
Malisane the Icelord,58,12,1000,48,2,Alive,240,250,180,Imgaril the Icelord,Carormand the Barbarian,0,0,1200,7,SE,Night,10,False,False,False,Heartstealer,False,False
Anvireon the Icelord,28,3,1050,28,3,Alive,255,250,160,Shareth the Heartstealer,Lorangrorn the Barbarian,0,0,1100,8,SW,Dawn,11,False,False,False,Heartstealer,False,False
Talormane the Icelord,33,3,1050,33,3,Alive,255,250,170,Lorelorn the Icelord,Asorthane the Giant,0,0,1100,9,N,Dawn,10,False,False,False,Heartstealer,False,False
Imildrorn the Icelord,35,9,1100,40,3,Alive,249,250,180,Lorelorn the Icelord,Glormeon the Giant,0,0,1200,10,S,16,10,False,False,False,Heartstealer,False,False
Carorthad the Icelord,62,10,1080,61,3,Alive,205,250,120,Malirarg the Icelord,Thatruk the Dwarf,0,0,1150,11,S,Night,10,False,False,False,Heartstealer,False,False
Ushudrarg the Icelord,55,17,1000,51,4,Alive,231,250,150,Imgaril the Icelord,Obigrorn the Giant,0,0,1150,12,SE,Night,10,False,False,False,Heartstealer,False,False
